instruction,response,source,conversation_id,movie_title,genres
"Mais le fait est Dickie -- nous le savons -- Dickie aime Marge et elle lui manque et apparemment, il a la raison...","C'est fantastique. Je me sens coupable. Marge ne comprend pas ça, mais quand Dickie fait quelque chose je me sens coupable.",cornell_movie_dialogs,conv_28994,the talented mr. ripley,"crime, drama, thriller"
Il avait la vertu de n'avoir jamais été jugé.,La vôtre n'était pas une solution qui serait venue à une mentalité vulcaine.,cornell_movie_dialogs,conv_27142,star trek: the wrath of khan,"action, adventure, sci-fi, thriller"
J'aurais besoin de marcher.,"Comme tu veux. Des chevaux vous attendent sur la route. Allons-y, Rangers!",cornell_movie_dialogs,conv_2392,american outlaws,"action, western"
Alors la relation reste la même et l'amour change seulement quand il y a un changement dans les deux personnes qui partagent cet amour.,J'aimerais que ce soit aussi simple. On était vraiment amoureux. Tu sais comment c'est quand tu ris tout le temps.,cornell_movie_dialogs,conv_1534,airplane ii: the sequel,"comedy, romance, sci-fi"
Dr Marcia Fieldstone de Network America.,"Seigneur, sommes-nous en ondes? Jonas, pour l'amour de Dieu...",cornell_movie_dialogs,conv_67635,sleepless in seattle,"comedy, romance, drama"
Des calmars?,"... selon les calculs de certains naturalistes, un de ces animaux, seulement six pieds de long, aurait des tentacules de 27 pieds de long. Ça ferait un monstre formidable.",cornell_movie_dialogs,conv_71764,sphere,"drama, horror, mystery, sci-fi, thriller"
Une boisson froide? Ça va?,"Et bien... ok. Marché conclu. Un verre froid, s'il vous plaît. A l'avance. Une bouteille fraîche juste ici dans mah hot l'il main... Ça vaut aussi pour les autres.",cornell_movie_dialogs,conv_43314,cool hand luke,"crime, drama"
Nous n'avons pas de relation.,"Je sais. Épouse-moi, Dana, et ensemble nous élèverons Vigo comme notre fils. Il y a beaucoup de avantages qui viennent avec être la mère d'un dieu vivant. Je suis sûr qu'il nous fournira un magnifique appartement. Et peut-être une voiture et un parking gratuit.",cornell_movie_dialogs,conv_10287,ghostbusters ii,"action, adventure, comedy, fantasy, sci-fi, action, adventure, comedy, sci-fi"
"Frère, tu penses et tu parles parfois comme un petit enfant. Ce soir, on tire une crasse.","Parfait. Un vrai spectacle d'horreur. L'initiative leur vient en attente. Je t'ai beaucoup appris, mes petites drogies. Dis-moi ce que tu as en tête, Georgie Boy.",cornell_movie_dialogs,conv_42809,a clockwork orange,"crime, drama, sci-fi"
"On sent la paranoïa ce soir, n'est-ce pas?","Tu sais ce qu'ils disent, juste parce que tu es paranoïaque, ça ne veut pas dire que tout le monde n'est pas dehors pour te trancher les couilles et les jeter dans la gorge.",cornell_movie_dialogs,conv_67902,the salton sea,"crime, drama, mystery, thriller"
"Cette chanson n'est pas apparue dans mes recherches, capitaine.","Les paroles sont - sont très simples. C'est, euh, ""Row, rame, rame ton bateau, doucement dans le ruisseau. Merrieusement, joyeusement, joyeusement, la vie n'est qu'un rêve."" Le Docteur et moi allons commencer, et quand nous vous donnerons le signal, vous sauterez. Docteur, je vous en prie.",cornell_movie_dialogs,conv_78861,star trek v: the final frontier,"action, adventure, sci-fi, thriller"
Ça va être marrant! J'ai un pistolet 9mm qui est vraiment facile à tirer. J ' ai aussi un revolver qui est vraiment amusant aussi! Ils ont de grandes cibles à la portée que nous pourrions utiliser pour pratiquer et améliorer votre objectif.,Ça serait cool! Peut-être que je peux aussi essayer d'autres armes comme une mitrailleuse ou un fusil de chasse! Peut-être même un lance-roquettes ou un missile antichar! Ou un lance-flammes!,dialog_csv:test.csv,dialog_test_966,,
"Checkers"" bien sûr, Hiss, la crise cardiaque d'Ike, Venezuela, le débat de cuisine, et Kennedy.","On dirait que vous avez un syndrome de crise. Tu exagères un peu, Dick? Appelez ça trois fois et demie, peut-être quatre...",cornell_movie_dialogs,conv_21569,nixon,"biography, drama"
Une douzaine de familles se sont réunies et ont donné à Grubbel un boulot pour arroser leur pelouse. N'est-ce pas merveilleux? Et puis nous avons trouvé des emplois pour six autres personnes et ils sont tous partis en secours!,"Oui. Er, et mon patron, M. Schwabacker a fait un travail dans son entrepôt pour le vieux Delaney.",input_target_csv:input3.csv+target3.csv,input_target_input3_50650,,
- Oui.,"Un vaisseau spatial. J'ai vu les créatures. Ils ont mené Big Dave sur le vaisseau. Il n'a jamais dit ce qu'ils ont fait, en dehors de son rapport. Bien sûr qu'il me l'a dit. Personne d'autre.",cornell_movie_dialogs,conv_75089,the man who wasn't there,"crime, drama"
"Bonjour, Olsen... Tirez pour tuer... C'est les ordres qui passent le mot... Pas du tout! Nous ne le voulons pas! Et écoute, Olsen, 500 dollars pour le gars qui fait le boulot... Oui, j'arrive tout de suite. J'espère que c'est la bonne chose à faire.","Maintenant prends ce regard coupable hors de ton visage, Pete -- et arrête de trembler comme un cheval.",cornell_movie_dialogs,conv_12543,his girl friday,"comedy, drama, romance"
Ma femme.,"Comment allez-vous? Qu'avez-vous dit?... Il est... Où est-il? Très bien. Il est de retour en ville... Wynant. Dieu merci. Il m'attend. Pardonnez-moi, Mme Charles, mais j'ai été si contrariée. Ce n'est pas une blague de travailler pour un homme comme ça. Je dois partir. Au revoir... Au revoir.",cornell_movie_dialogs,conv_77105,the thin man,"comedy, crime, drama, mystery, romance"
Comme je devrais être prudent?,"Je n'aime pas qu'on me parle de bébé, ni de bébé. Je n'aime pas votre attitude possessive, ni vos conseils de connaissance secrète. En fait, pour être franc, M. Mitchell, je ne vous aime pas.",cornell_movie_dialogs,conv_65003,playback,thriller
Oui.,"J'ai reçu un appel de Pablo. Il a dit que ce truc avec Diego était un désastre. Il abandonne les laboratoires, les noms, les comptes bancaires, il était très énervé. Pablo a dit de le descendre. Ses mots exacts étaient ""Fuck Diego.",cornell_movie_dialogs,conv_38944,blow,"biography, crime, drama"
"Apprends-lui à lui parler, il ne peut pas s'arrêter. Je ne joue pas.","Sûr? Comme si tu ne l'avais pas joué? Tu l'accompagnes? S'il avait bien répondu, l'auriez-vous laissé partir?",cornell_movie_dialogs,conv_42979,collateral,"crime, drama, thriller"
C'est gentil.,J'ai remarqué que tu me donnais un traitement silencieux au déjeuner. Je crois que je le méritais. J'ai pensé à mon plan de trois ans et je pense que c'est impossible. J'ai dû délirer.,cornell_movie_dialogs,conv_64275,peggy sue got married,"comedy, drama, fantasy, romance"
"Nous allons... C'est pas vrai! On dira à la presse qu'il y a eu un accident. Un déversement de guerre chimique. Cette couverture ne peut en aucun cas être violée. Compris, Shermin?",Ici le commandant Bell. Nous devons leur dire que nous sommes amis. Que tout ça était une erreur. Quelqu'un essaie de contacter le vaisseau?,cornell_movie_dialogs,conv_28094,starman,"adventure, drama, romance, sci-fi"
Oh? Je l'ai vu?,"Je ne crois pas, Herr Directeur. Pas encore. Bien sûr, je vais vous le montrer immédiatement.",cornell_movie_dialogs,conv_2034,amadeus,"biography, drama, music"
Tu crois vraiment que je devrais aller dans la commune?,"Tu devrais rentrer chez toi, mais sinon tu devrais y aller. Ce serait bien pour toi. Vous devez partir d'ici. La ville est un égout, vous devez en sortir.",cornell_movie_dialogs,conv_29087,taxi driver,"drama, thriller"
Contexte: je suis etudiant. Puis-je passer de mensuel a annuel?,"Ajoutez votre nouvelle carte dans les moyens de paiement et mettez-la par defaut. Si vous voulez, je peux aussi vous donner une checklist concise.",qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_40478,,
"Mon Dieu, Sally. Vous êtes un miracle médical. La seule personne à avoir pris l'extase et à devenir plus en colère.","Parlons-en. Vous semblez plutôt expert. Au cours des cinq derniers mois, je ne me souviens pas avoir conseillé votre jamais mentionné l'extase ou aller faire des fêtes furieuses.",cornell_movie_dialogs,conv_34744,the anniversary party,"drama, comedy"
"Écoute, quand tu parles au vieux Shapeley, tu parles à",Est-ce que vous faites un gat?[11] UNE VUE DE CLOSE DES DEUX montre le sourire mourant sur le visage de Shapeley. Il se lève rapidement.,input_target_csv:input3.csv+target3.csv,input_target_input3_38560,,
Je n'ai qu'à tomber amoureux. Comme si je n'avais pas essayé ça depuis 24 ans.,"Le loup-garou à cycle féminin ne tuera que des hommes et ne tuera jamais quelqu'un qu'elle aime vraiment."" Tu sais que tu n'as jamais aimé Mark.",cornell_movie_dialogs,conv_44464,the curse,"sci-fi, horror"
"Un de ces génies informatiques, n'est-ce pas?","Vous avez raison! Et ce garçon a saisi ce lien principal entre Tokyo et la Bourse de New York. Il peut nous donner, quand c'est vraiment utile, un retard de sept secondes dans ce mouvement d'information. Tu sais ce que ça veut dire?",cornell_movie_dialogs,conv_11087,the grifters,"crime, drama, thriller"
Moi aussi.,"Avant qu'il ne fasse les trois premiers, j'étais si nerveuse. J'ai juste peur qu'il soit frappé.",dialog_csv:test.csv,dialog_test_756,,
"Si vous pouvez devenir célèbre, chacun aura ses quinze minutes de gloire, mec.",Quinze minutes de gloire? » Je vais utiliser cette citation et ne vous en donner aucun crédit non plus.,cornell_movie_dialogs,conv_2873,austin powers: international man of mystery,"action, adventure, comedy, crime"
J'ai deja essaye les solutions de base. J'ai le code erreur E429 a la connexion.,"Partagez votre appareil, version, et heure exacte du probleme pour diagnostic. Souhaitez-vous les etapes exactes a suivre maintenant?",qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_67426,,
J'arrive pas à croire que tu veuilles retourner en ville. Je croyais qu'on était partis parce qu'on ne voulait pas élever les enfants ici?,"Non, c'est le centre de l'univers. Si je vivais à l'époque romaine, je vivrais à Rome, où d'autre? Aujourd'hui, l'Amérique est l'Empire romain et New York est Rome elle-même. John Lennon.",cornell_movie_dialogs,conv_48532,the family man,"comedy, fantasy, drama, romance"
Je vois.,"Mais nous, qui sommes toujours libres, faisons tout ce que nous pouvons. Nous sommes organisés, monsieur, comme partout ailleurs. Demain soir, il y a une réunion à la Caverne du Bois. Si vous veniez...",cornell_movie_dialogs,conv_5734,casablanca,"drama, romance, war"
Plus grand que je ne le pensais. CTU impliqué...,"J'ai entendu parler de tes théories de conspiration. Maintenant j'ai une chambre pleine de caméras là-dedans. Je veux que tu sortes. Tout de suite. Et quoi que tu fasses, arrête. Tu nous rends tous mauvais.",cornell_movie_dialogs,conv_82745,watchmen,"action, crime, fantasy, mystery, sci-fi, thriller"
Ce qui est...,Dans le van.,cornell_movie_dialogs,conv_47289,entrapment,"action, crime, romance, thriller"
Un mal de tête?,"J'ai fait une routine une fois, et lui ai donné un somnifère. Je n'ai jamais vu cet homme. Ni les gardes. Je ne pense pas qu'il soit dans le système.",cornell_movie_dialogs,conv_17487,lost highway,"drama, horror, mystery, thriller"
"Ecoute, connard, je veux ma voiture.",Prends-le. Dès que j'aurai mon argent. Cinquante dollars pour un joint presque neuf. Vous ne savez pas quel genre de marché vous obtenez.,cornell_movie_dialogs,conv_79481,u-turn,drama
Prévu quoi?,Une autoséquestre. Kalfus a organisé le transport de Pinta dans un refuge. Je suis sûr qu'il pensait qu'elle resterait là pendant trois jours à manger des pizzas et à regarder la télé. Ça n'a pas marché comme ça. Tout a foiré quand j'ai tué les flics et Tazinari a vu une opportunité.,cornell_movie_dialogs,conv_18468,man on fire,"action, crime, drama, thriller"
Les flics ne font rien.,"Ces rues dans les collines, mec. Il faut être prudent, surveiller la balle. Deux heures du matin, il fait noir, votre esprit est agité, vous conduisez un peu trop vite... Ces courbes ne plaisantent pas.",cornell_movie_dialogs,conv_74999,the limey,"crime, drama, mystery, thriller"
"Harry, tu n'as pas à croire! Je ne suis même pas sûr de croire. Mais s'il y a même une chance que Spock ait une âme éternelle -- alors c'est ma responsabilité.",Le vôtre...?!,cornell_movie_dialogs,conv_26989,star trek iii: the search for spock,"action, adventure, sci-fi, thriller"
N'importe quoi. Vous avez l'idée à l'ancienne que les divorces sont quelque chose qui dure pour toujours -- jusqu'à ce que nous soyons séparés. Un divorce ne veut rien dire aujourd'hui. Ce n'est que quelques mots que vous a brouillés par un juge. Rien ne peut changer entre nous.,"Je suppose que c'est vrai. Je t'aime bien, Walter. J'aimerais souvent que tu ne sois pas si puant.",cornell_movie_dialogs,conv_12399,his girl friday,"comedy, drama, romance"
"Bonsoir, Ou en est ma livraison pour ORD-476012?",Consultez d'abord le dernier scan et la date estimee de livraison. Souhaitez-vous les etapes exactes a suivre maintenant?,qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_68826,,
C'est une amie à toi?,"Non... en quelque sorte. Elle pourrait être cool, mais tout ce qu'elle fait c'est de se faire écraser et faire tous les gars. Elle les fait sauter dans le parking.",cornell_movie_dialogs,conv_20053,mumford,"comedy, drama"
Comment le savez-vous?,"Je lui ai fait sauter le dos avec une arme à bison, c'est comme ça que je sais! Tu vas dire que je ne l'ai pas fait, alors tu peux me renvoyer en solitaire?",cornell_movie_dialogs,conv_30965,thunderheart,"crime, mystery, thriller, western"
"Ok, crétin. Que veux-tu que je fasse?","Surveille-moi. S'il se passe quelque chose de bizarre - comme si je commence à rêver bizarrement ou à essayer de sortir d'ici, tu dois essayer de m'en sortir. s'il le faut. Ne me laisse pas partir.",cornell_movie_dialogs,conv_62966,a nightmare on elm street part 2: freddy's revenge,"fantasy, horror, thriller"
Tu n'as jamais raconté d'histoires avant?,No.,cornell_movie_dialogs,conv_25788,the sixth sense,"drama, mystery, thriller"
À moins que quoi?,"Non, tu ne me caches aucun secret, comme tu les as dessinés de Jacqueline. Vous n'êtes pas encore parmi nous. Tu es intelligent, Louis, mais je reconnais ton intérêt pour moi pour ce que ça vaut. Tu n'es que curieux. Tu n'as jamais aimé une femme qui n'avait qu'un bras.",cornell_movie_dialogs,conv_24870,the seventh victim,"drama, horror, thriller"
J'ai trois ébauches différentes du même rapport -- avec des chiffres différents qui sont partout. On dirait qu'ils l'ont inventé au fur et à mesure.,"J'ai vérifié le cabinet d'experts-conseils qui a rédigé le rapport. Ils ont fait exactement un travail... L'étude sur les effectifs de Swayzak. Ce n'est même pas vraiment une entreprise. Pas d'employés, pas de directeurs, juste une boîte postale.",cornell_movie_dialogs,conv_3362,backdraft,"action, crime, drama, mystery, thriller"
Mais c'était pas drôle?,"C'est drôle? Je sais pas. Mais ""intriguant""... ""entrainant""... peut-être ""inducteur de maux de tête""... bien sûr. Comme, ce moment, quand vous êtes venus tous les deux sur scène...",cornell_movie_dialogs,conv_59503,man on the moon,"biography, comedy, drama"
Je ne fuis pas.,"Donc si tu ne cours pas et Ike Graham est là pour le voir, alors tout article qu'il écrit doit avoir une fin heureuse, non? On ne fait que transformer le citron en limonade.",cornell_movie_dialogs,conv_67418,runaway bride,"comedy, romance"
"Parce que la presse pue trop... histoire en fuite, c'est tout ce qui t'intéresse. Vous avez trouvé quelque chose?",John Mitchell a démissionné à titre de chef du CREP pour passer plus de temps avec sa famille. Ça n'a pas exactement l'anneau de vérité. Howard Hunt a été trouvé... il a été dit que son avocat avait 25 000 en liquide dans un sac en papier.,cornell_movie_dialogs,conv_33987,all the president's men,"drama, history, thriller"
"C'est priorite haute pour moi. Bonjour, Comment recuperer mon argent pour la commande ORD-340615?","D'accord, on va regler ca ensemble. Pour un article endommage, ajoutez des photos nettes pour un traitement prioritaire. Souhaitez-vous les etapes exactes a suivre maintenant?",qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_30681,,
"Ferme ton trou sale, espèce de salaud!!!","Vous devez être réformé. Demain tu iras voir cet homme, Brodsky. Vous partirez d'ici. Vous serez transféré au centre médical de Ludovico. On pense que vous pourrez quitter la garde de l'État dans un peu plus d'une quinzaine. Je suppose que cette perspective vous plaît?",cornell_movie_dialogs,conv_42848,a clockwork orange,"crime, drama, sci-fi"
"Pourtant, je pense que tu contrarierais les gens et je ne suis pas sûr que ce soit juste.","Eh bien, si certaines personnes sont contrariées parce qu'elles ont l'impression d'avoir une prise sur certaines choses, alors je ne fais qu'agir comme un doux rappel - je le brise en quelque sorte facilement - Ici aujourd'hui, parti demain, alors ne vous attachez pas à <u>things</u>. Je ne suis pas contre la collecte...",cornell_movie_dialogs,conv_11626,harold and maude,"comedy, romance"
En quelque sorte...,"Tu te souviens? ""Et tu fais les rêves de ceux qui y ont dormi. Et je suis perdu dans la fenêtre/je me cache sur l'escalier/je m'accroche au rideau/je dors dans ton chapeau..."" Oh, merde. Je suis tellement stupide. Désolé.",cornell_movie_dialogs,conv_7520,eternal sunshine of the spotless mind,"drama, romance, sci-fi"
Ce n'est pas à propos de Sooze. Attendez. Elle est restée au Four Seasons hier soir avec Pony?,"On est tous restés aux Four Seasons. C'était l'heure de la fête. J'ai traîné avec Danny, le manager de Pony. Très gentil. On a parlé de la vidéo. Ils veulent un regard brut. Quelque chose de frais. Danny a dit que si je pouvais saisir la réalité de Burnfield, ça ferait une bonne cassette.",cornell_movie_dialogs,conv_73135,suburbia,"comedy, drama"
Donc c'est le gars que tu vas pendre?,Demain matin. Dix heures.,cornell_movie_dialogs,conv_25575,silverado,"action, western"
Oui. On sort ensemble depuis plus de 7 ans. Nous avons décidé de nous marier un jour spécial et nous pensons que le 8 août 2008 est un jour de lettres rouges.,Tant mieux pour toi! On dirait que vous avez fait beaucoup de planification en très peu de temps.,dialog_csv:test.csv,dialog_test_700,,
"Oh, Shell, c'est ridicule, où sont mes pinces à aiguille?","Ecoute, si un garçon veut faire ses devoirs avec toi, ça veut dire vraiment qu'il n'a pas eu le courage de te demander de sortir avec toi, donc tu vas rassembler tes devoirs et prétendre étudier, et la prochaine chose que tu sais, c'est que tu commandes des pizzas et que tu parles de tes stars préférées.",cornell_movie_dialogs,conv_61801,my girl 2,"comedy, drama, family, romance"
"Si tu me laisses partir, je pourrais leur dire...","Tom Gronemann m'a découvert -- nous étions ici pour affaires ensemble, il m'a découvert avec Jane McKenna. Je suppose que c'est le mépris que j'ai vu à son visage et la certitude qu'il l'utiliserait contre moi tôt ou tard. Au sein de la Compagnie. J'ai enduré ça aussi longtemps que possible, voyez-vous?",cornell_movie_dialogs,conv_57268,klute,"mystery, romance, thriller"
J'ai deja essaye les solutions de base. Ou en est ma livraison pour ORD-554160?,Le suivi en temps reel est disponible depuis les details de la commande. Souhaitez-vous les etapes exactes a suivre maintenant?,qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_17957,,
Pourquoi les hommes et les femmes se voient-ils habituellement?,Autre chose à ajouter avant que je lui parle?,cornell_movie_dialogs,conv_46765,l.a. confidential,"crime, drama, mystery, thriller"
Tu as déjà travaillé avec elle?,"Bien sûr, moi, Pam Malavesi l'aidait à faire des changements pour la vieille Mme Lippman. Beaucoup de gens travaillaient pour elle, elle avait l'entreprise de tous ces magasins de détail? Mais elle était comme, totalement vieille, c'était plus qu'elle ne pouvait gérer.",cornell_movie_dialogs,conv_57839,the silence of the lambs,"crime, thriller"
Alors tu ne m'as jamais aimé?,"Je t'aime? Je déteste votre arrogance bipède, votre supériorité animale. Ma seule joie est de savoir que même maintenant mon baiser empoisonné suce la vie de votre visage de singe.",cornell_movie_dialogs,conv_37024,batman and robin,"action, adventure, crime, drama, sci-fi"
Ta mère? Oh. Oups.,"Mordechai, le Père Noël a été écrasé par son fils Damian. Cet homme est un démon. On ne sait pas de quoi ce nouveau psychopathe antisémite est capable.",cornell_movie_dialogs,conv_76205,the hebrew hammer,comedy
N'avez-vous pas peur de Dieu?,"C'est pour ça que je fais ça, maintenant ouvre ce putain de truc.",cornell_movie_dialogs,conv_5118,the boondock saints,"action, crime, drama, thriller"
Quelle différence ça fait d'où elle vient?,"Si elle vient de Bourgogne ça fait une différence. Ça pourrait être un piège... Regarde... signé ""X"". Quel genre de nom est ""X""? Ou devons-nous conclure qu'un messager de Dieu ne peut même pas écrire son propre nom?",cornell_movie_dialogs,conv_76634,the messenger,"drama, romance, war"
Un grand nombre de mes employés ont été embauchés par des raffineries parce que les vapeurs de méthane ne nous sont pas nuisibles. Le frère de mon conjoint en est un.,"Donc le Slag qu'ils découpent à l'étage travaillait à une raffinerie comme Hubley travaillait à une raffinerie. Je dirais que la connexion ""possible"" entre les deux cas vient d'être beaucoup plus possible. Ok, la prochaine étape -- Je dois aller parler à la femme du propriétaire du magasin Slag a explosé hier soir.",cornell_movie_dialogs,conv_1642,alien nation,"crime, drama, sci-fi, thriller"
J'ai eu une malheureuse petite dispute avec lui aujourd'hui. En fait... vous pourriez dire que M. Tyler a de gros problèmes avec les... autorités.,"Ne te moque pas de moi, Rhodes. J'adorerais servir tes couilles aux Red Coats pour le déjeuner! Réfléchis!",cornell_movie_dialogs,conv_44848,day of the dead,"horror, sci-fi"
"C'est foutu, Solomon. Je ne mérite pas ça.","Ne sois pas fort, Donnie. C'est logique, ça fait beaucoup de sens. Vous ne faites pas le travail, le travail que je vous demande de faire, un travail que je vous donne. Encore et encore et encore et je suis désolé. Mais je ne vais pas dire que je suis vraiment désolé.",cornell_movie_dialogs,conv_58996,magnolia,drama
Mais ce gouvernement n'a jamais eu pour politique d'accepter cela. Et ce n'est certainement pas la politique de la CIA.,"La politique de la CIA? La CIA n'a aucune politique, M. Helms. Sauf ce que je vous dicte... J'essaie de m'adapter au monde tel qu'il est aujourd'hui, pas comme vous ou comme je le voulais il y a dix ans.",cornell_movie_dialogs,conv_21436,nixon,"biography, drama"
"Il dit que tu m'appelais constamment un slob. C'est sexy qu'on était comme un couple marié, accrocheur, trop familiaire et ennuyé. Tu ne crois pas?",En quelque sorte. Mais je ne vois qu'une version fantastique de la réalité. Assez nettoyé pour être érotique.,cornell_movie_dialogs,conv_7594,eternal sunshine of the spotless mind,"drama, romance, sci-fi"
"Alors, que faites-vous d'autre?","Les mêmes choses que vous. Reste avec des amis et des trucs, peu importe. Qu'est-ce que tu crois que je fais?",cornell_movie_dialogs,conv_34060,american pie,"comedy, romance"
"C'est priorite basse pour moi. Bonjour, Je cherche un casque sans fil pour appels et musique.","Bien sur, je peux vous aider. Pour appels et musique, privilegiez micro, confort et reduction de bruit. Souhaitez-vous les etapes exactes a suivre maintenant?",qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_85927,,
"Je vous l'ai dit... Le rabble, c'est moi... Quoi... C'est triste.",Quoi?,cornell_movie_dialogs,conv_76501,the lost son,"crime, drama, romance, thriller"
"Non? Donne-moi une chance, bébé. L'argent, c'est de la musique à mes oreilles, et quand son vieux commencera, il y aura un million de dollars.","Si vous voulez être indiscret, j'aimerais que vous soyez un peu plus discret. Des hommes riches, comme Winton, t'aiment et te quittent.",cornell_movie_dialogs,conv_65967,mystery of the wax museum,"horror, mystery, thriller"
Oui!,Tu peux rester dans ma chambre.,cornell_movie_dialogs,conv_56155,jaws: the revenge,thriller
Je croyais que Chipmunk n'allait jamais se taire.,"Je sais, je l'aimais mieux quand elle était alcoolique accro au crack! Elle monte dans une épave de voiture et tout d'un coup elle est petite Miss Perfect et tout le monde l'aime.",cornell_movie_dialogs,conv_10017,ghost world,"comedy, drama"
"Bien, demandez-lui si l'arabe est sa deuxième langue.","Ne l'interprètez pas! Attendez. Attendez. Attendez! Lent, lent! Sheikh, vous permettez... de tourner un peu votre chaise pour affronter M. Wallace?",cornell_movie_dialogs,conv_14036,the insider,"biography, drama, thriller"
Écoutez. Vous êtes mariés. Habille-toi.,On l'a enregistré sur une chaise.,cornell_movie_dialogs,conv_49449,rambo: first blood part ii,"action, adventure, thriller"
"Je veux publier ça. Je dois le faire. Je crois qu'ils me laisseront. Avec un peu d'orientation éditoriale, ça pourrait être génial.","Génial. Entre vous et l'officier Pupcik, il peut être le prochain Jean Genet. Ça fait longtemps que quelqu'un a écrit un bon livre en prison.",cornell_movie_dialogs,conv_32397,wonder boys,"drama, comedy"
J'ai de la chance d'avoir un travail après l'école où je peux pratiquer mon talent.,"Oui, bien sûr. Chaque concours est spécial, mais celui-ci est très spécial pour moi. Quand j'avais dix-sept ans, je ne sais pas si vous le savez, mais j'ai été couronné princesse ado américaine du Mont Rose. Et cette année, je vous en prie, ma charmante fille, Rebecca Ann Leeman est en compétition.",cornell_movie_dialogs,conv_7051,drop dead gorgeous,"comedy, adult"
On devrait envoyer une équipe d'assaut et les prendre par la force.,"Ce n'est pas une option acceptable. Si les gens sont blessés, tout le soutien que nous avons dans la Fédération...",cornell_movie_dialogs,conv_27465,star trek: insurrection,"action, adventure, sci-fi, thriller"
"Pas du tout, sénateur.","Eh bien, je suis juste une vieille dame sans beaucoup de temps, donc vous m'excuserez si je saute juste ici avant qu'ils cessent mon type de sang. Je suis profondément préoccupé par l'attitude apparemment incontestable de la Marine envers les femmes dans l'armée. C'est le cas...",cornell_movie_dialogs,conv_9034,g.i. jane,"action, drama"
"Sans doute me ferez-vous savoir ce qu'il vaut énormément, ou du moins ce qu'il faut faire.",Je n'avais pas l'intention de partir d'ici pour être tout à fait inutile. Je m'attends à trouver des moyens d'être utile.,cornell_movie_dialogs,conv_6209,the cider house rules,"drama, romance"
Qu'est-ce que c'est?,"Rendez-vous compte de l'exosquelette de l'HORNITOR barbare! Ne bougez pas. Le scorpitron drogué devrait être fermé, dès que j'aurai mes machins d'éducateur et que j'irai, j'annihilerai Angel Grove... LE MONDE",cornell_movie_dialogs,conv_19299,mighty morphin power rangers,"action, family"
"Bien joué, Karl. On a un contact. C'était un bon côté, mec. C'était comme le Wishbone.","J'ai failli me toucher jusqu'à ce que les garçons me tiennent là-bas, alors j'ai pensé que je ferais mieux de te la donner. Je t'ai vu me fâcher.",cornell_movie_dialogs,conv_70360,sling blade,drama
"Josh, j'ai besoin de ton aide. Doug a été arrêté, il a de gros ennuis. Je pensais que peut-être ton père et l'ambassade pourraient faire quelque chose.","Tu es vraiment un travail, tu le sais? Tu sors avec moi et ma famille pour de la merde sans valeur et tu t'attends à ce qu'on l'aide quand il foire.",cornell_movie_dialogs,conv_35898,asylum,"drama, romance, thriller"
Qu'est-ce que ça veut dire?,Et ça veut dire quoi? Vous êtes fou?! Tu crois que je ferais du mal à Lois?! C'est la mère de ces enfants! Qu'est-ce qui ne va pas chez toi?,cornell_movie_dialogs,conv_80531,very bad things,"comedy, crime, thriller"
La mort!,C'est moi.,cornell_movie_dialogs,conv_60121,meet joe black,"drama, fantasy, mystery, romance"
"Comment ça, les Crumbler? Tu connais les Crumbler? Personne n'a entendu les Crumbler. Sauf moi.",Je connais les Crumbler! J'ai acheté un album de Blasters à New York il y a une dizaine d'années et quelqu'un y a laissé un single de Crumblers. Tout a changé pendant quelques semaines.,cornell_movie_dialogs,conv_12144,high fidelity,"comedy, drama, music, romance"
Et Roxy? C'est aussi une merde au siècle?,Tu veux qu'elle se joigne à nous?,cornell_movie_dialogs,conv_36620,basic instinct,"mystery, romance, thriller"
Mais tu ne me connais même pas. Comment peux-tu te soucier de ce que je fais avec qui?,Je vous connais tous les deux. Assez. Combien de connaissances ça prend avant qu'un homme fasse quelque chose de fou.,cornell_movie_dialogs,conv_50659,game 6,"comedy, drama, sport"
Pourquoi? Vous êtes un combattant Wudan. L'entraînement est tout.,Pendant mon entraînement à la méditation... Je suis venu dans un lieu de silence profond... J'étais entouré de lumière... Le temps et l'espace ont disparu. J'étais venu dans un endroit dont mon maître ne m'avait jamais parlé.,cornell_movie_dialogs,conv_43983,"crouching tiger, hidden dragon",action
"Ambassadeur, je ne savais pas que vous étiez là... Je pense que vous connaissez mon équipage...","Je vais vous parler seul, Kirk.",cornell_movie_dialogs,conv_27000,star trek iii: the search for spock,"action, adventure, sci-fi, thriller"
Qu'est-ce que tu fous?,"Tu sais comme il serait facile pour toi de disparaître. Merde, tu ne te laverais même pas pendant des semaines. Vous comprenez? Je veux que tu bouges ton cul de façon neutre. Je veux un tas de Panthers servis dans une assiette. Je veux que tu les installes... vol à main armée!!",cornell_movie_dialogs,conv_22297,panther,drama
